"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pdgfa",150.882517108383,-0.148980316002916,0.114091334582,-1.30579869670856,0.191621023401004,0.999902975451883
"Kif26a",15.3562282138681,0.386929227120439,0.296329118882603,1.30574149641274,0.1916404812385,0.999902975451883
"Mllt10",88.0452454675181,-0.145728134848553,0.111633417023046,-1.30541677156105,0.191750970510078,0.999902975451883
"Scn5a",10.6918980052205,0.382458165904684,0.293008759775448,1.30527894864914,0.191797879612781,0.999902975451883
"Nfya",6.49674785351433,-0.511651054103177,0.392208746572338,-1.30453759273522,0.192050350688777,0.999902975451883
"Tomm70",143.836203352916,0.114010796110215,0.0874042162978107,1.30440842489507,0.192094364187569,0.999902975451883
"Myo1d",12.5961552980274,-0.371727839141684,0.285024317065707,-1.30419692947107,0.192166446541802,0.999902975451883
"Cpne5",49.5762626967791,0.235979226935111,0.180980159191781,1.30389556506605,0.19226919260342,0.999902975451883
"Dcp2",46.994522484533,-0.20570230443957,0.157762261365847,-1.30387522756504,0.192276127849981,0.999902975451883
"CUNH15orf61",33.5360539691655,-0.271854108611177,0.208537501648565,-1.30362216129986,0.192362440804078,0.999902975451883
"Ppp1r3c",123.74481885284,-0.240745760696619,0.184726529091263,-1.3032549351787,0.19248774074859,0.999902975451883
"Unc5a",18.1714869646072,-0.295645009745386,0.22685892408173,-1.30321084322376,0.192502789243853,0.999902975451883
"Chgb",472.078057519905,0.128016031466081,0.0982446003554069,1.30303376473592,0.192563234484817,0.999902975451883
"Sec11c",378.373994211963,-0.116483602515765,0.0893996359796074,-1.30295387939091,0.192590507687041,0.999902975451883
"Arid1b",121.643968229382,-0.1964258591235,0.150865692485302,-1.30199156539607,0.192919268960014,0.999902975451883
"LOC101844074",15.3213869872312,0.377518050743167,0.289961952945031,1.30195719441417,0.19293101895323,0.999902975451883
"Ppfia4",60.8562828345381,0.217787729043114,0.167322281816088,1.30160625757241,0.193051019594795,0.999902975451883
"Med15",37.924396070045,0.24655815235648,0.189485606024566,1.30119726521346,0.193190941137113,0.999902975451883
"Gatad2b",39.2317338566248,0.241528421496448,0.185650403068018,1.30098517161828,0.193263530408456,0.999902975451883
"Pigbos1",13.8469259537257,-0.392841444160058,0.302030286342942,-1.30066904520298,0.193371762211251,0.999902975451883
"Suds3",58.9018821345348,-0.183616384710003,0.141175049499461,-1.30062915055472,0.193385424054678,0.999902975451883
"Cdk7",27.575551455075,-0.232153128956136,0.178549550234468,-1.30021682301231,0.193526666335477,0.999902975451883
"Galns",9.8108469190901,-0.431891276978224,0.332234942134219,-1.2999574162905,0.193615564595887,0.999902975451883
"Abtb2",20.1669061476028,-0.329580063791888,0.253611978685531,-1.29954454635818,0.193757116286498,0.999902975451883
"Atp1b2",122.319715061089,-0.190173597197117,0.146374318446596,-1.29922789199186,0.193865732123857,0.999902975451883
"LOC101825843",20.7589634184631,-0.296083118307776,0.227917287194667,-1.29908144288716,0.19391598084933,0.999902975451883
"Olig2",28.235964885528,-0.33355909566144,0.256772305414003,-1.29904623134349,0.193928063845572,0.999902975451883
"Trim41",50.2798437788249,-0.17616504818556,0.13561769307349,-1.29898278162053,0.193949838292682,0.999902975451883
"Hnrnpf",110.993593683557,-0.134506162351689,0.103557110055277,-1.29885975265139,0.193992064044508,0.999902975451883
"LOC101830646",45.8847780326807,0.201906441736927,0.155471574289214,1.29867110859335,0.194056823179729,0.999902975451883
"Ap3b2",96.0617586793173,0.179275638988279,0.138054831811539,1.29858286476356,0.194087121624947,0.999902975451883
"Tmed3",120.311783355125,0.134045169129271,0.103227222649547,1.29854476066211,0.194100205709676,0.999902975451883
"Arel1",40.5636810538166,0.190825458338854,0.147017436751652,1.29797840688248,0.194294755091483,0.999902975451883
"Zscan2",10.3819237658482,0.44532929799339,0.343264612002425,1.29733529884008,0.194515843960732,0.999902975451883
"Rasal2",15.3340764076357,0.351892835845558,0.271296902030766,1.29707649888922,0.194604866754791,0.999902975451883
"Nfkb1",9.70565812140235,0.469699464487023,0.362158009564145,1.29694622811823,0.194649688999391,0.999902975451883
"Cdh18",56.3760980000676,0.16306918243197,0.125736539273177,1.29691164855177,0.194661588057596,0.999902975451883
"LOC121136118",8.72141823869425,-0.402458109698136,0.310343610214506,-1.2968145515223,0.194695002642549,0.999902975451883
"LOC101826526",23.2556691730341,-0.259949581584067,0.200465364310079,-1.29673064710559,0.194723880563292,0.999902975451883
"Mettl24",8.66546119014336,0.500980212235403,0.386371543252141,1.29662813161286,0.194759168242214,0.999902975451883
"Gpc4",20.9952321928344,0.334446997532548,0.257964658384752,1.29648378823166,0.194808861786051,0.999902975451883
"Dusp14",22.1577883434163,-0.264384124725092,0.203924820533987,-1.29647839842541,0.194810717531496,0.999902975451883
